
Star Data Extractor Tool
     Image: [1] m23_3.5_071.fit
     Stars Found: 2508 (good stars)
     Radius of star diaphragm: 5
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor: High = 1.04
       X	       Y	   Sigma	    FWHM	 Sky ADU	   Star ADU
  549.81	  890.26	    1.61	    3.78	   721.5	     2170.3
  308.53	   98.04	    1.94	    4.55	   715.9	     2167.4
  199.66	  833.21	    2.73	    6.42	   711.3	     2166.9
  462.98	  722.56	     n/a	     n/a	   722.4	     2162.3
   54.95	  979.36	    1.80	    4.22	   692.9	     2162.1
  135.16	  815.85	    2.06	    4.83	   703.8	     2160.1
  560.45	  488.53	     n/a	     n/a	   743.9	     2158.5
  884.17	  904.10	    1.52	    3.57	   703.0	     2156.6
  591.65	  227.83	    1.55	    3.64	   714.5	     2156.3
  925.45	  311.74	     n/a	     n/a	   707.6	     2155.2
  466.03	  543.91	    1.38	    3.25	   745.5	     2153.7
  199.78	  833.07	    2.81	    6.59	   711.4	     2150.2
  413.10	  498.63	    1.65	    3.88	   747.6	     2149.7
  300.61	  480.06	    2.18	    5.12	   752.1	     2147.9
  309.16	  675.42	     n/a	     n/a	   727.2	     2147.5
  199.75	  833.06	     n/a	     n/a	   711.5	     2143.3
  461.35	  367.78	     n/a	     n/a	   730.7	     2139.9
  923.86	  726.19	     n/a	     n/a	   705.8	     2139.5
  389.99	  484.90	    2.14	    5.04	   758.5	     2132.9
  923.87	  726.39	     n/a	     n/a	   705.8	     2132.8
   68.55	  794.44	     n/a	     n/a	   699.2	     2132.1
  846.46	  300.44	    2.34	    5.49	   711.6	     2130.7
  714.65	  577.15	    1.71	    4.02	   728.3	     2129.2
  936.02	  492.87	    1.36	    3.20	   704.8	     2128.4
  330.76	  883.19	    3.09	    7.26	   714.8	     2128.2
  884.09	  904.21	    1.48	    3.48	   702.9	     2126.6
 1006.50	  397.46	    1.63	    3.83	   698.9	     2126.1
  292.01	  632.04	    1.70	    4.00	   722.3	     2125.4
  549.59	  890.66	    1.56	    3.66	   721.9	     2124.8
  147.12	  704.02	    1.91	    4.48	   711.9	     2124.2
  936.02	  492.66	    1.39	    3.26	   704.9	     2120.1
  553.78	  613.73	    1.42	    3.33	   735.4	     2119.9
  130.17	  744.01	    2.55	    5.99	   710.4	     2112.6
  230.57	  806.47	    1.80	    4.24	   707.6	     2110.8
   12.65	  706.34	     n/a	     n/a	   701.6	     2109.1
  731.51	   69.81	     n/a	     n/a	   703.3	     2107.1
  426.15	  207.27	     n/a	     n/a	   721.7	     2104.5
  842.94	  694.03	    1.46	    3.43	   712.0	     2103.7
  735.93	  861.93	    2.21	    5.18	   702.4	     2103.2
  140.19	  952.64	    2.02	    4.74	   700.5	     2103.2
  560.04	  488.28	     n/a	     n/a	   744.8	     2102.5
  593.99	  358.55	    1.57	    3.70	   746.8	     2100.5
  508.09	  128.57	    1.58	    3.71	   715.4	     2098.5
  308.80	  675.99	     n/a	     n/a	   727.4	     2097.8
  461.02	  368.00	     n/a	     n/a	   730.7	     2097.4
  554.94	  421.35	    1.34	    3.16	   734.1	     2096.3
  330.87	  883.39	    2.99	    7.03	   714.9	     2096.1
  778.79	  308.13	    1.54	    3.62	   714.5	     2093.9
  832.95	  889.63	    1.67	    3.92	   702.9	     2091.6
  420.91	  943.65	    2.17	    5.09	   704.2	     2090.8
  296.93	  804.03	    2.04	    4.79	   707.9	     2090.1
  269.09	  790.67	    1.96	    4.62	   712.4	     2089.9
  694.36	  204.84	    2.28	    5.35	   717.2	     2089.3
  330.84	  883.53	    2.99	    7.02	   714.9	     2085.9
  947.48	  999.98	    2.00	    4.69	   681.8	     2085.8
  607.11	  551.34	     n/a	     n/a	   732.5	     2085.1
  830.57	  425.02	     n/a	     n/a	   713.9	     2083.8
  131.61	   85.55	    2.25	    5.29	   715.6	     2083.4
  344.03	  430.83	    2.32	    5.45	   759.2	     2082.9
  335.60	  844.76	    1.72	    4.04	   715.3	     2079.3
  549.59	  890.37	    1.55	    3.65	   722.2	     2078.0
  343.98	  828.69	     n/a	     n/a	   709.5	     2076.8
  522.68	 1010.24	    1.72	    4.03	   703.1	     2076.4
  337.03	   48.38	    1.76	    4.13	   711.6	     2074.5
  327.28	   92.71	     n/a	     n/a	   711.3	     2073.9
  121.81	  948.85	     n/a	     n/a	   696.4	     2066.1
  608.12	  548.50	     n/a	     n/a	   731.7	     2065.2
  970.33	   79.00	    1.71	    4.02	   693.6	     2064.7
  712.05	  402.47	    1.78	    4.19	   721.4	     2063.6
  753.72	  702.84	    1.38	    3.23	   724.3	     2061.3
  144.74	  913.95	    1.96	    4.61	   701.3	     2059.2
  625.05	  774.98	    1.46	    3.42	   716.9	     2058.9
  281.52	   27.15	    1.88	    4.43	   708.1	     2058.4
  506.89	  355.56	    1.72	    4.05	   726.4	     2056.6
  939.14	  916.13	    2.36	    5.56	   694.6	     2055.8
  308.18	  676.57	     n/a	     n/a	   727.9	     2054.7
  694.21	  204.38	     n/a	     n/a	   717.1	     2053.9
  600.27	  645.88	    2.45	    5.77	   730.0	     2052.7
  988.49	  442.95	    1.42	    3.34	   703.9	     2050.8
  628.01	  826.02	    1.43	    3.35	   716.5	     2050.4
  195.17	   82.96	    1.97	    4.63	   715.0	     2049.7
   46.87	  946.31	    2.21	    5.20	   692.8	     2049.7
  423.12	  225.61	    1.80	    4.23	   727.1	     2047.3
  344.06	  685.94	    1.84	    4.32	   725.5	     2045.2
  312.35	  649.90	    2.45	    5.77	   725.4	     2044.9
 1007.35	  597.61	     n/a	     n/a	   698.0	     2041.2
  961.91	  709.66	    1.45	    3.41	   703.2	     2040.0
  278.55	  185.47	     n/a	     n/a	   717.2	     2039.6
 1006.52	  597.99	    1.50	    3.53	   698.0	     2038.6
  340.51	  105.00	    1.77	    4.17	   714.0	     2037.5
  613.67	  841.07	    2.03	    4.77	   714.5	     2036.4
  329.83	  838.33	     n/a	     n/a	   715.4	     2036.3
   86.57	  590.00	     n/a	     n/a	   711.9	     2029.3
  208.16	  452.67	    1.90	    4.47	   732.9	     2026.8
  372.41	  343.75	    1.57	    3.68	   739.9	     2025.9
  632.49	  984.45	    1.75	    4.12	   705.2	     2025.9
  785.37	  999.90	    1.90	    4.47	   695.6	     2025.6
  769.06	  259.06	    1.31	    3.07	   711.7	     2023.4
  997.80	  834.51	     n/a	     n/a	   702.1	     2023.3
  685.30	  487.85	    1.41	    3.32	   729.3	     2023.1
  723.01	   49.55	    1.52	    3.58	   707.7	     2022.8
  832.22	  354.11	    1.32	    3.10	   715.2	     2021.4
  221.00	  363.00	    1.80	    4.23	   731.2	     2021.2
   47.11	  195.25	     n/a	     n/a	   709.1	     2012.0
   26.10	  903.30	    2.14	    5.03	   696.1	     2006.6
  331.34	  324.06	    1.73	    4.07	   731.3	     2004.6
  365.08	  635.94	    1.85	    4.35	   723.5	     2004.4
  813.59	  470.13	    2.40	    5.65	   720.5	     2004.0
  892.95	  712.90	    1.35	    3.17	   704.5	     2001.7
  480.00	  199.16	    1.42	    3.33	   714.9	     2001.0
  690.22	  483.21	    1.89	    4.44	   729.7	     2001.0
  301.72	  280.01	    1.73	    4.06	   729.4	     2000.9
  690.23	  483.21	    1.89	    4.44	   729.7	     2000.2
  296.78	  845.04	     n/a	     n/a	   709.8	     1998.2
  194.71	  907.96	    1.79	    4.21	   701.5	     1998.1
  430.04	  829.04	    1.99	    4.67	   727.5	     1997.8
  171.52	  619.95	     n/a	     n/a	   724.6	     1996.0
  314.21	  574.66	    2.21	    5.20	   728.2	     1994.7
  535.60	  658.92	    2.04	    4.80	   725.8	     1992.7
  312.22	  649.81	    2.45	    5.77	   725.9	     1992.1
  548.98	  208.58	    1.51	    3.55	   716.7	     1991.4
  314.22	  574.65	    2.21	    5.19	   728.3	     1990.1
  402.07	  684.22	    2.44	    5.73	   735.7	     1990.1
  494.37	  538.28	    1.79	    4.20	   744.6	     1988.6
  157.57	  187.94	    1.85	    4.34	   723.9	     1988.0
  178.05	  221.06	    1.71	    4.01	   741.7	     1985.7
  430.11	  829.20	    2.03	    4.77	   727.4	     1983.9
  105.31	  512.43	     n/a	     n/a	   714.2	     1982.1
  729.30	   97.85	    1.46	    3.43	   711.1	     1980.0
  194.54	  249.63	    1.74	    4.08	   722.7	     1979.8
  769.72	  206.95	    1.36	    3.20	   711.0	     1978.6
  136.98	  792.32	     n/a	     n/a	   716.1	     1978.5
  312.16	  649.81	    2.45	    5.76	   726.1	     1976.4
  262.01	  582.24	    1.97	    4.63	   736.7	     1975.3
   49.35	  353.15	    1.97	    4.64	   714.5	     1974.3
  673.27	  321.14	    1.46	    3.43	   723.6	     1972.3
  730.12	  130.34	    1.56	    3.66	   706.2	     1971.4
  889.48	  434.99	    1.48	    3.48	   713.0	     1970.1
  442.52	  173.10	    1.92	    4.52	   715.0	     1967.6
   81.94	  486.76	    2.07	    4.87	   711.8	     1966.4
  510.44	  752.55	    1.86	    4.36	   720.5	     1965.2
   63.40	  472.00	    2.25	    5.29	   718.4	     1965.0
  952.44	  196.94	    1.52	    3.57	   696.4	     1961.8
  118.77	  584.10	    1.96	    4.61	   724.2	     1961.4
  712.06	   60.59	    2.34	    5.49	   710.1	     1959.3
  173.28	  615.76	    2.19	    5.15	   722.0	     1958.1
  734.86	  557.27	    1.28	    3.00	   730.9	     1957.0
  664.83	  968.78	    1.87	    4.40	   701.8	     1956.3
  331.92	  171.87	    2.31	    5.44	   720.6	     1956.0
  421.59	  499.96	    1.62	    3.81	   749.6	     1954.9
  768.07	  667.88	    1.65	    3.87	   731.1	     1954.5
  968.89	  738.62	     n/a	     n/a	   710.1	     1953.7
  629.08	  585.19	     n/a	     n/a	   729.8	     1950.2
  705.63	  129.07	    1.45	    3.41	   708.7	     1947.6
  783.69	  842.26	    1.58	    3.71	   707.3	     1947.6
  173.29	  615.76	    2.19	    5.14	   722.2	     1945.9
  459.11	  369.35	     n/a	     n/a	   730.5	     1944.6
  551.12	  773.29	    1.67	    3.94	   716.9	     1944.4
  402.06	  684.34	    2.60	    6.11	   736.3	     1943.2
  783.25	  842.63	    1.74	    4.08	   707.3	     1942.9
  490.88	  866.76	    1.94	    4.57	   721.0	     1942.1
  427.13	  206.52	     n/a	     n/a	   721.5	     1942.0
  148.58	  583.45	    1.68	    3.96	   714.1	     1941.4
  401.97	  684.12	    2.41	    5.66	   735.7	     1936.9
  329.45	  837.94	    2.32	    5.46	   715.6	     1930.4
  158.76	  929.05	    1.98	    4.64	   697.5	     1928.9
  372.55	  839.36	    1.62	    3.81	   717.4	     1926.7
  924.22	  726.79	    2.02	    4.75	   706.3	     1926.3
  262.90	   80.63	     n/a	     n/a	   723.2	     1925.5
  102.28	  819.16	    1.97	    4.64	   704.8	     1923.5
  713.47	 1009.24	    2.66	    6.25	   696.2	     1922.6
  490.89	  866.64	    1.94	    4.56	   721.3	     1922.1
  247.79	  242.80	     n/a	     n/a	   730.7	     1919.2
  682.83	  500.36	    2.02	    4.74	   725.3	     1916.8
  463.56	  721.90	    2.22	    5.23	   722.8	     1915.7
  322.07	  177.09	    1.70	    4.00	   721.4	     1914.0
  646.76	  257.87	    1.38	    3.25	   720.8	     1913.0
  777.81	  664.66	    1.37	    3.21	   719.1	     1911.4
  312.09	  902.44	    2.88	    6.78	   710.4	     1911.3
   39.53	  788.91	     n/a	     n/a	   695.2	     1909.5
  251.40	  616.03	    1.67	    3.92	   728.3	     1909.3
  329.61	  837.95	    2.37	    5.57	   715.8	     1909.2
  539.58	  363.61	    2.36	    5.54	   730.6	     1906.6
  313.33	  589.91	    1.69	    3.97	   729.9	     1904.7
  312.09	  902.43	    2.92	    6.85	   710.5	     1903.9
  297.42	  845.30	    2.05	    4.81	   710.1	     1901.8
  421.10	  759.91	    1.99	    4.67	   719.4	     1901.6
  879.93	  123.99	    1.38	    3.24	   701.1	     1900.5
  235.95	  426.33	    2.77	    6.50	   739.0	     1900.1
   25.91	  386.56	    1.91	    4.49	   718.2	     1899.1
  290.01	  375.53	    1.78	    4.18	   740.0	     1897.7
  632.77	  366.60	    1.92	    4.51	   724.9	     1897.3
  463.73	  721.75	    2.28	    5.36	   722.5	     1897.2
   94.50	  746.10	    2.06	    4.83	   708.6	     1896.7
  198.88	  827.19	    2.28	    5.35	   712.3	     1896.2
  421.10	  759.91	    1.98	    4.66	   719.5	     1896.2
  543.01	  810.22	    1.75	    4.11	   717.7	     1894.8
  558.27	  466.76	     n/a	     n/a	   744.7	     1891.7
  584.09	  116.32	    1.51	    3.56	   718.5	     1890.8
  195.79	  916.40	     n/a	     n/a	   698.6	     1889.6
  433.32	  219.96	    1.32	    3.10	   732.4	     1889.1
  321.95	  177.18	    1.69	    3.96	   721.6	     1888.8
  224.10	  819.92	    2.14	    5.02	   705.8	     1886.7
  281.06	  422.99	    1.71	    4.02	   744.7	     1884.7
  650.01	  585.90	    1.44	    3.37	   725.6	     1883.2
   32.56	  929.41	     n/a	     n/a	   687.1	     1882.5
  290.01	  375.40	    1.77	    4.17	   740.2	     1878.9
  665.00	  208.76	    1.46	    3.43	   722.3	     1878.4
  210.09	  915.84	    1.87	    4.39	   705.9	     1877.7
  646.96	  257.90	    1.37	    3.22	   721.1	     1877.7
  713.46	 1009.46	    2.47	    5.79	   696.0	     1876.7
  619.48	  460.88	    1.41	    3.33	   739.0	     1876.3
  558.11	  487.80	     n/a	     n/a	   748.3	     1874.1
  119.50	  780.82	    2.03	    4.77	   709.3	     1870.1
  224.10	  819.92	    2.14	    5.02	   705.8	     1869.4
  490.96	  866.52	    1.96	    4.61	   721.5	     1867.3
  796.05	  429.92	    1.45	    3.41	   716.3	     1864.7
  104.35	  512.95	    2.20	    5.17	   713.5	     1862.4
  267.52	  169.51	     n/a	     n/a	   722.7	     1862.2
  795.23	  982.71	    1.80	    4.22	   695.5	     1861.1
  104.35	  512.95	    2.20	    5.17	   713.5	     1860.4
  822.27	  298.06	    1.44	    3.39	   712.2	     1860.0
  271.07	  217.84	     n/a	     n/a	   738.4	     1857.9
  833.55	  390.49	     n/a	     n/a	   719.0	     1854.3
  872.46	  274.52	    1.44	    3.38	   706.4	     1853.7
  167.13	   93.77	     n/a	     n/a	   711.5	     1852.9
  283.09	  185.41	    1.98	    4.66	   719.2	     1852.5
  299.02	  931.64	    2.62	    6.16	   705.1	     1848.5
  199.16	  827.93	     n/a	     n/a	   713.5	     1846.9
  446.30	  557.48	     n/a	     n/a	   741.2	     1846.6
  271.13	  217.78	     n/a	     n/a	   738.6	     1844.5
  974.98	  391.01	    1.30	    3.07	   704.7	     1844.5
  557.50	  487.58	    2.23	    5.24	   749.4	     1844.2
   93.43	  549.43	     n/a	     n/a	   704.9	     1842.4
  267.11	  169.89	     n/a	     n/a	   722.7	     1840.7
  337.90	  238.32	    1.76	    4.14	   724.9	     1840.7
  593.00	  895.21	    1.61	    3.78	   710.6	     1840.6
  474.98	  354.04	    1.56	    3.66	   732.0	     1837.5
   80.07	  543.52	    1.89	    4.45	   701.8	     1837.0
   80.07	  622.96	    1.98	    4.66	   708.1	     1836.6
  299.02	  931.63	    2.61	    6.14	   705.3	     1836.5
  641.07	  255.62	     n/a	     n/a	   719.2	     1835.6
  359.32	  143.27	    1.99	    4.67	   718.2	     1830.9
  876.31	  515.90	    1.29	    3.02	   707.5	     1830.1
  912.74	   35.87	    1.32	    3.11	   701.6	     1829.2
  863.24	  481.27	    1.47	    3.46	   710.0	     1828.7
  371.12	  950.03	     n/a	     n/a	   707.1	     1828.1
  282.49	  914.88	     n/a	     n/a	   705.5	     1824.0
  525.97	  306.14	    2.24	    5.26	   722.6	     1820.7
  968.82	  739.13	    1.54	    3.61	   710.7	     1818.2
  412.07	  271.03	    1.42	    3.33	   729.0	     1817.2
  525.97	  306.15	    2.24	    5.25	   722.7	     1816.6
  725.65	  368.32	    1.36	    3.20	   722.8	     1812.5
  283.29	  185.56	    2.05	    4.82	   719.7	     1812.0
  267.22	  214.19	     n/a	     n/a	   731.8	     1810.5
  416.09	  966.47	    1.83	    4.30	   707.3	     1809.9
  245.84	 1004.01	    1.89	    4.44	   700.9	     1809.2
  145.42	  350.95	    1.85	    4.35	   721.1	     1809.2
  685.98	  978.41	    1.67	    3.93	   702.9	     1808.6
  323.72	  704.67	     n/a	     n/a	   722.4	     1805.1
  695.76	  461.12	    1.65	    3.88	   728.4	     1805.0
  592.99	  894.97	    1.60	    3.77	   710.8	     1804.6
  392.37	  383.25	    1.59	    3.74	   750.2	     1804.6
  364.16	  141.07	     n/a	     n/a	   720.9	     1803.4
  832.62	  427.45	    2.37	    5.57	   716.4	     1800.6
  877.99	   81.99	    2.42	    5.69	   698.1	     1798.7
  547.89	  651.83	    2.16	    5.07	   734.6	     1797.2
  653.35	  893.10	    1.68	    3.95	   702.7	     1796.4
  130.52	  240.94	    1.67	    3.93	   723.2	     1792.1
  320.96	  803.91	    2.18	    5.11	   710.5	     1787.7
  117.40	  139.22	     n/a	     n/a	   716.3	     1787.1
  283.29	  185.80	    2.08	    4.89	   719.8	     1786.0
  462.36	  367.11	    2.21	    5.19	   730.9	     1784.0
  367.63	  129.58	    1.55	    3.63	   722.7	     1782.7
  265.73	  612.11	    2.09	    4.92	   723.3	     1781.7
  802.91	  802.19	    2.67	    6.28	   704.9	     1780.2
  795.97	  720.69	    1.47	    3.46	   709.0	     1779.7
  221.05	  915.85	     n/a	     n/a	   710.5	     1778.5
  814.96	  631.68	    2.20	    5.18	   737.0	     1778.4
  347.24	  659.18	    1.62	    3.81	   726.4	     1777.9
  487.58	  452.87	    1.47	    3.44	   744.4	     1772.1
  376.31	  263.11	    1.63	    3.82	   725.2	     1770.7
  205.02	  607.65	    2.31	    5.42	   719.0	     1769.4
  392.09	   73.73	    1.78	    4.19	   711.3	     1769.1
   16.11	  671.19	    1.64	    3.86	   707.0	     1768.3
  539.49	  363.83	    1.84	    4.33	   730.3	     1768.2
  486.00	  838.00	    2.90	    6.81	   714.5	     1767.1
  832.62	  427.45	    2.33	    5.47	   716.4	     1767.0
  416.50	  819.32	     n/a	     n/a	   718.1	     1766.6
  160.10	  660.99	    2.32	    5.46	   716.2	     1766.4
   70.37	   89.11	    2.05	    4.81	   704.9	     1766.4
   16.31	  670.98	    1.69	    3.97	   707.3	     1765.7
  559.73	   17.06	    1.52	    3.56	   707.9	     1765.4
  312.37	  902.19	    3.03	    7.13	   711.5	     1765.3
  176.00	  275.45	    1.88	    4.42	   724.8	     1765.2
  440.12	   62.02	     n/a	     n/a	   709.2	     1764.9
  278.18	  222.14	     n/a	     n/a	   732.7	     1763.1
  175.02	  685.45	    1.90	    4.45	   714.2	     1761.9
  384.99	  681.35	    2.39	    5.61	   729.2	     1761.4
  548.55	  674.39	    1.58	    3.70	   727.6	     1761.1
   16.31	  670.98	    1.69	    3.97	   707.3	     1759.6
  938.33	  868.13	    1.75	    4.10	   697.3	     1758.8
  428.19	  748.01	     n/a	     n/a	   718.1	     1758.8
  711.73	 1004.31	     n/a	     n/a	   698.7	     1757.5
  471.67	  923.08	    1.95	    4.58	   706.3	     1757.3
   79.76	  174.84	    2.05	    4.82	   709.7	     1756.1
  725.96	  368.36	    1.30	    3.05	   722.7	     1755.0
   71.10	  646.04	    2.23	    5.23	   702.6	     1754.6
  180.13	  866.47	    2.08	    4.88	   701.2	     1754.4
  428.30	  748.00	     n/a	     n/a	   718.2	     1749.3
  490.44	  403.85	    1.47	    3.46	   741.3	     1748.8
  469.01	  625.81	     n/a	     n/a	   732.7	     1747.1
  650.77	  988.69	    2.00	    4.69	   701.0	     1746.9
  100.53	   99.95	    1.88	    4.41	   713.9	     1746.6
   68.34	  379.09	    2.63	    6.19	   723.2	     1746.5
  199.01	  827.07	    2.26	    5.32	   712.6	     1745.7
  547.77	  651.92	    2.15	    5.06	   734.9	     1745.6
   62.59	  664.53	    3.04	    7.14	   702.9	     1745.0
  752.31	  974.21	     n/a	     n/a	   700.6	     1744.1
  328.58	   92.86	    2.89	    6.78	   712.1	     1743.7
  365.50	  259.53	    1.66	    3.91	   728.4	     1736.1
  124.68	  565.42	    1.91	    4.49	   714.7	     1735.9
  585.08	  535.08	    1.31	    3.07	   737.3	     1735.5
   90.06	  630.93	    2.35	    5.53	   704.3	     1735.3
  658.66	   64.97	    1.67	    3.92	   708.7	     1734.3
   46.11	  196.00	     n/a	     n/a	   710.0	     1731.8
  486.34	  837.77	    2.84	    6.66	   714.5	     1730.5
  986.56	  939.51	    1.61	    3.78	   686.3	     1729.1
  267.05	   55.57	    1.80	    4.24	   709.6	     1728.5
  271.06	  905.07	    1.79	    4.20	   711.1	     1727.5
  464.31	  693.10	    1.45	    3.41	   725.9	     1726.6
  717.53	  733.42	    1.66	    3.90	   715.7	     1726.2
  384.88	  681.14	    2.45	    5.75	   728.9	     1726.0
   46.10	  196.00	     n/a	     n/a	   710.0	     1725.7
  740.43	  978.87	    1.70	    4.00	   699.4	     1723.4
  886.98	  897.00	    1.59	    3.74	   699.3	     1722.5
  524.09	  185.03	    2.69	    6.32	   716.0	     1721.5
  628.05	  584.70	    1.46	    3.42	   729.9	     1720.6
  305.95	  187.65	    1.71	    4.02	   718.2	     1719.2
  521.61	  126.25	     n/a	     n/a	   716.8	     1717.6
  628.02	  584.91	    1.49	    3.50	   729.9	     1717.2
  354.50	  535.96	    1.65	    3.88	   732.5	     1716.1
  695.98	  209.60	    2.35	    5.52	   722.2	     1715.8
  398.66	  680.25	     n/a	     n/a	   734.0	     1715.7
  397.00	  821.99	    1.77	    4.16	   720.5	     1715.4
  439.92	   61.71	     n/a	     n/a	   709.4	     1712.3
  449.76	  684.29	     n/a	     n/a	   727.9	     1711.6
  117.24	  139.40	    2.32	    5.44	   716.5	     1711.3
  714.54	  153.92	    1.63	    3.83	   711.0	     1711.0
  659.93	  485.98	    1.45	    3.40	   727.2	     1710.6
  428.73	  102.03	    2.70	    6.34	   710.5	     1710.3
   74.79	  301.19	     n/a	     n/a	   715.1	     1709.9
  435.20	  969.36	    2.30	    5.41	   707.8	     1708.6
  411.04	  471.39	     n/a	     n/a	   748.9	     1707.4
  282.12	  914.86	    1.95	    4.59	   705.8	     1706.4
  180.53	  420.94	    1.92	    4.51	   725.1	     1704.6
  608.44	  547.96	    2.41	    5.66	   732.4	     1702.8
  918.67	  257.86	    1.32	    3.11	   702.9	     1702.4
  288.09	  865.54	    2.54	    5.96	   710.0	     1700.8
  532.60	  259.92	    1.89	    4.43	   716.9	     1700.4
  898.22	  765.00	    1.47	    3.44	   703.4	     1700.4
  562.91	  989.92	    1.80	    4.23	   705.5	     1697.8
  270.36	  502.14	    1.78	    4.18	   728.9	     1697.5
  963.26	   67.22	    1.79	    4.22	   698.2	     1695.0
  385.14	  983.07	     n/a	     n/a	   702.9	     1694.1
  160.53	   20.09	    2.30	    5.40	   700.2	     1689.9
  664.03	   87.76	    1.45	    3.40	   707.6	     1688.0
  279.01	  154.87	    2.44	    5.72	   725.7	     1687.3
  218.09	  507.02	    2.01	    4.72	   730.1	     1682.3
  613.92	  602.97	    1.49	    3.51	   729.6	     1680.9
  271.07	  905.23	    1.74	    4.09	   711.3	     1680.5
  324.09	  901.95	    2.05	    4.83	   712.4	     1678.6
  946.16	  663.74	    1.62	    3.81	   700.7	     1677.4
  410.79	  471.30	     n/a	     n/a	   749.0	     1675.4
  516.97	  832.04	    1.72	    4.04	   713.1	     1675.1
  640.68	  255.20	    1.96	    4.60	   719.2	     1671.9
  390.02	  710.96	     n/a	     n/a	   720.5	     1671.4
  353.05	  697.98	    1.67	    3.92	   731.0	     1669.1
  408.47	  534.95	    1.81	    4.25	   737.2	     1668.0
  956.16	   88.79	    1.41	    3.32	   696.0	     1667.6
  464.07	  664.91	    1.82	    4.28	   729.8	     1664.9
  279.11	  990.68	     n/a	     n/a	   702.1	     1663.2
   56.56	  112.59	     n/a	     n/a	   704.1	     1660.0
  125.01	  565.41	    2.05	    4.82	   714.9	     1658.1
  279.24	  154.87	    2.53	    5.93	   725.8	     1655.6
  226.16	  963.49	     n/a	     n/a	   705.5	     1653.4
  274.83	  586.19	    2.14	    5.02	   721.1	     1652.0
  963.74	   73.45	     n/a	     n/a	   698.5	     1651.0
  684.96	  732.82	    2.53	    5.96	   719.3	     1650.7
  767.98	  580.06	    1.62	    3.81	   717.4	     1650.3
  331.53	  704.45	    1.64	    3.85	   726.2	     1649.1
  522.11	  126.54	    1.96	    4.60	   717.2	     1647.9
  172.48	   24.32	     n/a	     n/a	   700.2	     1647.1
  213.57	  436.35	     n/a	     n/a	   732.6	     1643.7
  357.07	  615.02	    2.48	    5.83	   727.6	     1642.7
  120.88	  705.76	    1.72	    4.04	   712.2	     1642.1
  369.29	  233.81	     n/a	     n/a	   718.1	     1641.6
  522.09	  126.55	    1.95	    4.58	   717.3	     1641.6
 1006.63	  458.18	     n/a	     n/a	   701.5	     1640.9
  963.36	   67.17	    1.80	    4.23	   698.2	     1640.6
  331.62	  704.21	    1.70	    3.99	   726.1	     1640.2
  428.04	  218.22	     n/a	     n/a	   733.3	     1640.0
  139.29	  601.11	    2.62	    6.16	   725.8	     1637.1
  983.77	  947.64	    1.87	    4.39	   688.4	     1633.3
  423.09	  114.14	    1.69	    3.97	   718.4	     1631.0
  555.03	  645.02	    1.47	    3.45	   733.2	     1630.4
  607.90	  847.45	    1.76	    4.14	   712.0	     1629.8
  704.93	  973.53	    2.75	    6.45	   702.4	     1629.7
  690.35	  549.87	    1.32	    3.10	   726.3	     1628.1
  689.82	   70.46	    1.57	    3.69	   706.6	     1627.8
  560.30	  912.89	    2.25	    5.30	   708.8	     1627.6
   64.37	  963.91	     n/a	     n/a	   688.7	     1627.2
  704.93	  973.52	    2.74	    6.45	   702.5	     1625.2
 1007.19	  175.71	    2.36	    5.54	   693.2	     1624.6
  919.50	  493.02	    1.38	    3.25	   705.7	     1619.4
  614.36	  213.89	    1.55	    3.63	   730.7	     1617.8
  508.48	  469.71	     n/a	     n/a	   744.9	     1616.9
   23.00	  224.30	    2.00	    4.71	   708.2	     1616.3
  286.34	  508.03	    1.75	    4.11	   734.3	     1616.1
  421.52	  652.97	    2.20	    5.18	   730.8	     1614.0
  505.46	   65.31	    1.77	    4.15	   706.4	     1608.4
  421.30	  652.91	    2.15	    5.06	   731.1	     1606.8
  434.18	  406.52	    1.63	    3.83	   744.7	     1605.7
  681.06	  817.94	    1.67	    3.92	   707.2	     1605.3
  760.50	  778.54	    1.72	    4.04	   706.0	     1604.6
  325.03	  780.96	    1.86	    4.36	   713.8	     1604.1
  994.56	  483.01	    1.88	    4.42	   701.7	     1603.6
  295.77	  263.01	    1.65	    3.88	   727.7	     1603.5
  689.52	  374.11	    1.79	    4.20	   723.3	     1603.4
  677.10	  272.45	    1.32	    3.10	   720.8	     1602.3
  399.95	  736.91	     n/a	     n/a	   718.9	     1601.3
  942.52	  495.11	    2.08	    4.89	   705.6	     1601.2
  247.49	  243.61	    2.53	    5.95	   731.7	     1600.6
  964.35	  154.16	    1.45	    3.41	   696.7	     1600.4
   16.00	  667.00	     n/a	     n/a	   706.5	     1600.3
  942.52	  495.10	    2.08	    4.88	   705.6	     1599.6
  419.71	  406.02	    1.61	    3.79	   750.6	     1599.1
  938.94	  264.98	    1.44	    3.38	   701.4	     1598.2
  997.01	  700.02	    1.57	    3.70	   697.3	     1597.8
  994.40	  483.02	    1.80	    4.24	   701.6	     1597.4
   67.04	  103.19	     n/a	     n/a	   704.9	     1592.5
  628.42	  722.08	    1.60	    3.75	   717.0	     1592.4
  137.78	  791.09	    2.20	    5.16	   718.6	     1591.4
  749.02	  144.67	    1.43	    3.36	   710.6	     1590.7
  198.42	  933.93	    1.77	    4.16	   704.2	     1590.3
  269.00	  953.61	    1.93	    4.53	   703.4	     1587.8
