
Star Data Extractor Tool
     Image: [1] m23_3.5_071.fit
     Stars Found: 2508 (good stars)
     Radius of star diaphragm: 5
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor: High = 1.04
       X	       Y	   Sigma	    FWHM	 Sky ADU	   Star ADU
  672.13	  600.48	    1.79	    4.22	   723.4	      872.9
  406.10	  784.01	    1.62	    3.80	   724.5	      872.8
  492.95	  436.22	     n/a	     n/a	   743.3	      872.4
  134.28	  872.61	     n/a	     n/a	   696.4	      872.1
  820.85	 1004.39	    1.71	    4.03	   691.8	      871.6
  898.24	  819.42	     n/a	     n/a	   699.1	      871.3
  696.44	  470.87	    2.24	    5.25	   732.1	      871.3
  408.54	   38.53	    1.58	    3.71	   705.9	      870.1
  936.97	  451.05	    1.81	    4.26	   703.1	      868.2
  764.95	  977.60	    1.62	    3.81	   705.1	      867.9
  959.45	  994.88	     n/a	     n/a	   681.7	      866.2
  654.97	  412.49	    1.32	    3.10	   730.6	      865.0
  123.10	  759.68	    1.95	    4.58	   709.8	      863.2
  725.01	   89.76	     n/a	     n/a	   711.4	      863.1
  536.51	  161.97	     n/a	     n/a	   715.0	      863.0
 1004.48	  840.94	    1.66	    3.90	   695.6	      861.1
  587.28	  163.10	    2.27	    5.34	   714.2	      859.0
   51.59	  324.00	     n/a	     n/a	   710.7	      858.9
  648.59	  416.49	     n/a	     n/a	   726.7	      858.1
  362.98	  270.26	    1.91	    4.50	   727.6	      857.5
  535.70	  121.24	     n/a	     n/a	   714.3	      856.9
  682.04	  862.51	    1.88	    4.43	   708.5	      856.7
  646.08	  362.89	     n/a	     n/a	   724.5	      856.4
  247.28	  529.72	     n/a	     n/a	   723.8	      856.1
  476.88	   57.90	    1.69	    3.96	   709.7	      853.7
  570.54	  673.02	    1.42	    3.33	   723.2	      853.1
  198.58	  812.92	    1.84	    4.32	   705.0	      853.1
  940.21	   15.05	    1.45	    3.41	   690.7	      853.0
   89.59	  136.27	    1.53	    3.60	   712.3	      852.8
  133.05	   37.15	     n/a	     n/a	   711.4	      852.7
  520.13	  731.04	    1.78	    4.19	   718.6	      852.2
  722.81	   41.82	    1.51	    3.54	   710.2	      850.7
  693.50	  750.02	    1.65	    3.87	   715.7	      850.2
  309.88	  693.45	    1.75	    4.11	   725.6	      848.2
  687.20	  950.81	     n/a	     n/a	   703.8	      846.0
  614.99	  248.48	    2.36	    5.55	   720.0	      845.9
  546.10	  198.01	    2.27	    5.33	   720.4	      845.6
  619.71	  552.07	    1.43	    3.37	   739.5	      844.8
  703.50	  775.48	    1.47	    3.47	   716.8	      843.5
   17.43	  660.05	     n/a	     n/a	   707.4	      843.3
  572.12	  999.13	     n/a	     n/a	   700.5	      843.0
  989.06	  321.97	    1.49	    3.50	   699.1	      842.7
  807.11	  871.77	     n/a	     n/a	   702.4	      840.3
  411.87	  627.04	     n/a	     n/a	   722.0	      840.2
  635.39	  401.28	     n/a	     n/a	   731.5	      839.6
  498.87	  647.79	     n/a	     n/a	   731.7	      838.8
  365.76	  140.12	    2.15	    5.05	   726.1	      838.8
   53.49	  702.00	    2.68	    6.30	   702.5	      838.5
  787.00	  962.49	    2.44	    5.74	   700.5	      837.9
  951.09	  773.84	    2.34	    5.50	   704.4	      837.0
  366.51	  664.57	    1.94	    4.56	   727.0	      836.6
  288.00	  976.39	     n/a	     n/a	   697.8	      836.0
  154.80	   42.94	    2.14	    5.04	   704.0	      836.0
   18.00	  365.00	     n/a	     n/a	   717.8	      835.3
  786.45	  325.09	    1.31	    3.09	   714.2	      834.9
   24.31	  954.89	     n/a	     n/a	   690.2	      834.3
  685.50	  985.81	    2.33	    5.47	   701.5	      832.7
  514.03	  569.02	    1.32	    3.10	   739.6	      831.9
  892.97	  414.32	    1.26	    2.95	   710.2	      831.4
  374.71	  534.37	     n/a	     n/a	   729.7	      829.9
  602.06	  231.67	    1.29	    3.04	   719.3	      829.8
  979.68	  967.12	    1.77	    4.15	   682.4	      829.4
  174.69	  141.93	     n/a	     n/a	   725.7	      829.3
  378.86	  817.08	    1.80	    4.22	   714.6	      828.8
  546.00	  518.31	     n/a	     n/a	   752.1	      828.8
  788.04	  770.26	    1.59	    3.73	   705.2	      828.5
   15.00	  685.00	     n/a	     n/a	   705.4	      828.1
   85.28	   39.77	     n/a	     n/a	   703.6	      826.7
  206.32	   35.94	     n/a	     n/a	   701.9	      826.1
  288.34	  619.74	    2.49	    5.84	   724.9	      826.0
  346.61	   84.00	     n/a	     n/a	   715.9	      825.4
  401.01	  559.02	    2.03	    4.78	   728.6	      825.3
  496.75	  747.40	     n/a	     n/a	   719.5	      824.7
   48.23	  233.92	    1.99	    4.68	   715.9	      823.7
  527.99	  659.28	    2.07	    4.85	   732.1	      823.7
  718.78	  374.60	    1.34	    3.15	   724.6	      821.8
  687.26	  950.91	    2.60	    6.10	   703.8	      821.2
  503.48	  910.44	    2.49	    5.86	   705.5	      821.1
  480.54	  384.12	    1.51	    3.54	   736.4	      819.0
  454.49	  962.41	    1.98	    4.65	   706.9	      818.7
  877.00	  478.55	     n/a	     n/a	   708.5	      818.7
  422.01	  675.93	    1.75	    4.12	   723.1	      818.3
  444.61	  665.55	     n/a	     n/a	   727.1	      818.0
  696.21	  757.30	    1.17	    2.75	   716.2	      817.9
  237.00	  903.00	    2.49	    5.85	   704.4	      817.8
  149.80	  108.77	     n/a	     n/a	   715.6	      816.5
  261.96	  904.90	    1.70	    3.99	   710.9	      815.6
  821.90	  552.97	     n/a	     n/a	   713.5	      815.6
  777.00	  397.13	     n/a	     n/a	   719.7	      815.3
  401.37	  538.06	    1.95	    4.59	   735.2	      815.0
  510.98	  301.92	    2.55	    5.99	   721.6	      814.9
  735.99	  194.04	    1.32	    3.11	   712.7	      813.4
  909.74	   25.80	    1.42	    3.33	   699.6	      813.0
   67.32	  616.33	     n/a	     n/a	   706.8	      810.9
  794.01	   98.03	    1.79	    4.20	   704.8	      810.6
  360.97	  791.36	    1.73	    4.06	   715.6	      807.2
  706.13	  834.22	    1.45	    3.40	   707.7	      806.1
  179.19	  399.38	    1.67	    3.92	   726.5	      805.5
   15.57	  660.20	     n/a	     n/a	   706.0	      805.5
 1003.02	  195.96	    1.32	    3.11	   697.2	      805.0
  121.07	  291.80	     n/a	     n/a	   725.2	      804.4
   69.39	  868.24	    2.04	    4.79	   696.3	      802.7
  549.20	  379.40	    1.51	    3.54	   729.9	      801.5
   13.05	   27.95	     n/a	     n/a	   697.7	      801.1
  526.13	  889.17	     n/a	     n/a	   718.3	      801.0
  252.05	  716.75	     n/a	     n/a	   712.2	      800.6
  198.00	   65.39	    1.82	    4.28	   707.8	      800.0
  805.71	  880.94	     n/a	     n/a	   703.7	      799.5
  131.08	  583.03	    1.85	    4.35	   718.4	      799.1
  273.93	  143.57	     n/a	     n/a	   714.6	      798.3
  580.45	  500.10	    1.42	    3.33	   732.9	      797.3
  160.60	  389.25	    2.16	    5.09	   726.4	      796.6
  832.81	  154.66	    1.28	    3.02	   703.1	      796.5
  823.52	  599.05	    1.31	    3.08	   719.2	      796.2
  325.45	  551.81	     n/a	     n/a	   727.3	      796.1
  420.14	  797.90	    1.72	    4.05	   717.3	      796.1
  957.36	  839.00	    1.99	    4.67	   699.4	      795.9
  255.23	  698.32	    1.62	    3.82	   715.3	      794.3
  252.08	  632.01	    1.96	    4.61	   725.0	      793.8
  382.82	  550.20	    1.77	    4.15	   732.3	      793.3
  767.08	  242.18	    1.36	    3.20	   707.9	      793.0
  841.07	  457.67	    2.42	    5.68	   711.6	      792.8
  763.27	  630.91	    1.64	    3.85	   717.7	      791.9
  377.35	  765.30	     n/a	     n/a	   714.9	      791.3
  920.00	  639.97	    1.49	    3.50	   703.1	      790.7
  700.23	  287.01	     n/a	     n/a	   717.7	      790.5
  327.03	  198.98	    2.09	    4.91	   718.1	      790.3
  462.00	  903.46	     n/a	     n/a	   712.2	      790.2
  525.95	  702.57	    1.33	    3.13	   726.7	      786.2
  685.89	  254.06	    1.51	    3.55	   720.7	      784.3
  930.85	  731.24	     n/a	     n/a	   702.4	      784.0
  399.82	  751.36	     n/a	     n/a	   719.1	      783.9
  911.49	  750.91	    1.51	    3.54	   700.8	      782.7
  233.41	  188.84	     n/a	     n/a	   723.0	      782.3
  327.09	  558.97	    1.68	    3.96	   731.9	      781.4
  476.35	  219.49	     n/a	     n/a	   722.8	      781.1
  148.48	  453.58	    1.68	    3.94	   722.5	      780.1
  577.76	  957.29	     n/a	     n/a	   705.7	      778.4
  775.01	  593.72	    2.03	    4.76	   718.6	      777.7
  325.75	  551.75	    1.83	    4.31	   727.2	      777.5
 1009.17	  482.66	     n/a	     n/a	   700.0	      776.6
  636.00	  932.97	    2.16	    5.07	   712.1	      776.2
  382.58	  314.16	    1.59	    3.74	   726.1	      775.9
  768.42	  181.73	     n/a	     n/a	   711.4	      775.2
  255.03	  698.56	    1.58	    3.70	   715.5	      775.1
  223.83	  239.61	    1.82	    4.28	   725.4	      774.8
  299.08	  251.03	    1.62	    3.81	   726.5	      774.0
  628.17	  107.06	     n/a	     n/a	   709.1	      773.8
  191.51	  315.55	    1.66	    3.90	   723.7	      773.4
  782.52	  553.54	    1.50	    3.53	   721.3	      772.9
   81.25	  464.10	     n/a	     n/a	   715.8	      772.4
  569.22	  143.22	    2.01	    4.73	   711.9	      772.2
   40.97	   13.98	     n/a	     n/a	   695.8	      771.5
  517.56	  541.00	    2.13	    5.02	   736.4	      770.6
  773.87	  200.06	     n/a	     n/a	   710.2	      770.5
  881.50	  929.00	     n/a	     n/a	   693.6	      770.3
  923.79	  352.60	    1.49	    3.50	   707.8	      769.4
  899.17	  677.07	     n/a	     n/a	   705.1	      768.5
  483.25	  289.90	    2.22	    5.22	   726.7	      767.5
  735.67	  273.78	    1.61	    3.79	   717.1	      767.3
  619.87	  542.64	    1.62	    3.81	   733.8	      766.2
   90.23	   32.24	    1.99	    4.67	   704.1	      765.8
  274.48	  658.51	     n/a	     n/a	   718.2	      765.7
  904.98	  459.16	    1.50	    3.53	   705.4	      765.6
  493.99	  178.52	    1.44	    3.39	   719.6	      765.5
  309.36	  521.93	    2.00	    4.70	   733.0	      764.5
  961.79	  575.97	    1.91	    4.49	   699.9	      764.1
  565.77	  850.92	    2.48	    5.83	   713.7	      762.9
  750.70	  798.82	    2.40	    5.65	   707.9	      762.6
  877.28	  820.01	    1.68	    3.95	   705.9	      761.1
  317.42	   83.16	     n/a	     n/a	   723.1	      759.8
  294.72	  708.92	    1.76	    4.14	   723.7	      759.8
  428.35	  915.31	    1.77	    4.15	   708.7	      759.4
  817.12	   13.44	     n/a	     n/a	   698.4	      759.3
  953.97	  643.89	    2.15	    5.05	   701.3	      758.7
  736.00	  178.55	    1.90	    4.48	   710.9	      758.5
  898.85	  686.92	    1.55	    3.65	   706.0	      757.3
  843.44	  398.06	    1.88	    4.41	   717.7	      755.6
  497.26	  998.62	    1.78	    4.17	   704.7	      755.5
  584.97	  746.69	    1.75	    4.12	   720.0	      753.4
  160.12	   79.74	    1.91	    4.48	   711.6	      753.4
  149.66	  649.29	    2.44	    5.74	   715.5	      752.4
  575.03	   13.17	     n/a	     n/a	   702.5	      748.6
 1003.43	  249.41	     n/a	     n/a	   694.1	      748.5
  954.45	  726.96	    1.46	    3.43	   703.9	      747.7
  622.00	  805.00	     n/a	     n/a	   715.8	      746.5
  752.73	  915.01	     n/a	     n/a	   699.2	      746.3
  356.90	  818.48	    1.95	    4.57	   712.9	      745.6
  733.21	  977.70	    2.40	    5.64	   699.9	      743.0
   63.42	   34.57	     n/a	     n/a	   700.2	      742.7
  293.06	  840.70	     n/a	     n/a	   711.8	      741.1
  848.93	   61.94	    1.88	    4.41	   699.5	      740.1
   43.60	  964.76	     n/a	     n/a	   688.2	      737.6
 1004.25	  115.08	     n/a	     n/a	   692.2	      726.5
 1003.53	  249.19	     n/a	     n/a	   694.2	      725.0
  902.57	  999.72	     n/a	     n/a	   682.9	      718.1
 183.65           663.47            0.00            0.00           682.1             5432.7      
 964.07           496.96            0.00            0.00           682.1             3117.1
  42.46           532.50            0.00            0.00           682.1             4315.4
  53.93            74.56            0.00            0.00           682.1             4625.7
 101.92           403.07            0.00            0.00           682.1             5617.6
 120.86           697.26            0.00            0.00           682.1             6669.2
 974.92           492.98            0.00            0.00           682.1             3460.6
 558.05           817.58            0.00            0.00           682.1             3481.9
 475.94           887.69            0.00            0.00           682.1             1422.1
 663.94           317.64            0.00            0.00           682.1             2512.9
 350.62           903.88            0.00            0.00           682.1             3168.2
  38.39           483.50            0.00            0.00           682.1             8452.8
  39.28           484.01            0.00            0.00           682.1             8451.9
 583.11           435.63            0.00            0.00           682.1             3188.9
 970.14           957.53            0.00            0.00           682.1             2074.0
 994.87            13.63            0.00            0.00           682.1            12438.6
  39.69           720.47            0.00            0.00           682.1            34834.8
 217.50           980.57            0.00            0.00           682.1             3030.1
 969.21           958.19            0.00            0.00           682.1             2213.8
 966.40           967.41            0.00            0.00           682.1             2838.9
 786.42           999.54            0.00            0.00           682.1             2413.4
  82.64           958.74            0.00            0.00           682.1             2808.9
 948.48           998.87            0.00            0.00           682.1             2278.7
1000.96           872.03            0.00            0.00           682.1             3571.5
  47.28           181.45            0.00            0.00           682.1             2156.2
 158.05           806.11            0.00            0.00           682.1             3107.6
 967.93           853.73            0.00            0.00           682.1             8378.6
 926.95           898.45            0.00            0.00           682.1             7837.2
 838.76           948.09            0.00            0.00           682.1             3482.2
 998.97           898.03            0.00            0.00           682.1             4253.7
 965.40           912.39            0.00            0.00           682.1             6701.5
 825.78           769.79            0.00            0.00           682.1             4156.1
 910.43           685.40            0.00            0.00           682.1             7863.1
 881.87           882.26            0.00            0.00           682.1             3286.0
 930.12           794.92            0.00            0.00           682.1            10829.5
 852.79           899.13            0.00            0.00           682.1             3196.5
  70.08           704.65            0.00            0.00           682.1             3077.4
 982.32           842.67            0.00            0.00           682.1            10055.8
 249.54           416.88            0.00            0.00           682.1             2884.7
 846.97          1008.28            0.00            0.00           682.1             3177.9
 947.19           815.32            0.00            0.00           682.1            13506.4
 940.21           914.93            0.00            0.00           682.1             2493.4
 966.33           966.21            0.00            0.00           682.1             2818.3
 947.50           960.04            0.00            0.00           682.1             2347.3
 196.88           102.62            0.00            0.00           682.1             2606.8
 606.91           827.15            0.00            0.00           682.1             2254.7
  40.69           229.55            0.00            0.00           682.1             2093.2
 796.45           981.59            0.00            0.00           682.1             2316.1
 371.84           950.12            0.00            0.00           682.1             2201.4
 867.96           987.09            0.00            0.00           682.1             1887.5
 431.03          1003.01            0.00            0.00           682.1             1881.7
 213.33           435.99            0.00            0.00           682.1             1810.6
 778.02           893.70            0.00            0.00           682.1             1611.8
 909.97           981.94            0.00            0.00           682.1             1640.7
 970.24           682.25            0.00            0.00           682.1             1681.1
  39.35           918.31            0.00            0.00           682.1             2635.8
 819.69           815.70            0.00            0.00           682.1             1631.5
 894.07           908.61            0.00            0.00           682.1             1490.6
 575.63           656.77            0.00            0.00           682.1             1281.9
 461.86           962.35            0.00            0.00           682.1            18619.2
  33.98           265.42            0.00            0.00           682.1             4017.9
 868.59           791.23            0.00            0.00           682.1             1207.8
 178.93           154.39            0.00            0.00           682.1             1277.5
 837.68            70.28            0.00            0.00           682.1              808.7
 710.04           593.95            0.00            0.00           682.1              827.1
 642.16           183.67            0.00            0.00           682.1              998.7
 735.02           700.34            0.00            0.00           682.1            19179.2
1000.91           921.97            0.00            0.00           682.1             5014.4
 677.07           673.68            0.00            0.00           682.1             3980.3
 635.41           401.79            0.00            0.00           682.1              891.5
 805.72           393.96            0.00            0.00           682.1             3307.6
 619.27           502.62            0.00            0.00           682.1             3737.5
 270.46           405.21            0.00            0.00           682.1             3349.9
1003.18           947.80            0.00            0.00           682.1             2558.2
  87.86           663.98            0.00            0.00           682.1             1453.6
  34.00           432.00            0.00            0.00           682.1             5513.1
 997.95           699.60            0.00            0.00           682.1             1587.8
 720.01           573.57            0.00            0.00           682.1             1398.5
 998.60           908.05            0.00            0.00           682.1              890.8
 539.62           475.98            0.00            0.00           682.1           128523.8
  41.18           457.71            0.00            0.00           682.1             8130.7
  63.33           151.35            0.00            0.00           682.1             7636.6
  44.09           965.18            0.00            0.00           682.1             1351.4
 923.51           788.25            0.00            0.00           682.1             2548.5
  56.86           280.75            0.00            0.00           682.1             5095.6
  47.35           521.29            0.00            0.00           682.1             8364.3
 905.43           135.02            0.00            0.00           682.1             3783.9
  47.00           605.45            0.00            0.00           682.1             2328.9
